gesture,[0],[1],[2],[3],[4],[5],[6],[7],[8],[9],[10],[11],[12],[13],[14],[15],[16],[17],[18],[19],[20]
0.75,"0.4174051284790039,0.630695641040802,6.353577219897488e-08","0.4236590266227722,0.6080405712127686,-0.005863689351826906","0.4247780442237854,0.583640456199646,-0.008738769218325615","0.4201544225215912,0.5638275742530823,-0.01126134768128395","0.4151041805744171,0.552219033241272,-0.013776241801679134","0.4235917925834656,0.5572044253349304,-0.006501225754618645","0.4191145598888397,0.5272945165634155,-0.011560638435184956","0.4143836498260498,0.5085935592651367,-0.015553979203104973","0.4097692668437958,0.49393510818481445,-0.01836736686527729","0.41415858268737793,0.5589000582695007,-0.007061611860990524","0.4105859100818634,0.5281147956848145,-0.011263495311141014","0.4058172106742859,0.5089573264122009,-0.014500117860734463","0.40153998136520386,0.49356991052627563,-0.016668152064085007","0.40570446848869324,0.5671767592430115,-0.008327088318765163","0.4003279507160187,0.5380489230155945,-0.012753752060234547","0.3955257534980774,0.5212507843971252,-0.015969397500157356","0.3917282819747925,0.5074594020843506,-0.018070537596940994","0.3979364037513733,0.5815301537513733,-0.010120103135704994","0.3880998194217682,0.5657655596733093,-0.014940924942493439","0.3814178705215454,0.554814338684082,-0.01720743626356125","0.3760186433792114,0.5441356897354126,-0.018356991931796074"
0.75,"0.41834351420402527,0.629626989364624,8.639607074201194e-08","0.428152471780777,0.6055054664611816,-0.006303406320512295","0.431094765663147,0.5774853229522705,-0.00850507989525795","0.4306984543800354,0.5521911978721619,-0.010335228405892849","0.4312025308609009,0.5325824618339539,-0.012072427198290825","0.4248037338256836,0.555258572101593,-0.004976593889296055","0.42353206872940063,0.5253520607948303,-0.009795082733035088","0.42135173082351685,0.5070313811302185,-0.013578000478446484","0.41886094212532043,0.4921841621398926,-0.016175121068954468","0.4147326648235321,0.5568410158157349,-0.005064415279775858","0.41203176975250244,0.5255762338638306,-0.008892779238522053","0.40931057929992676,0.5061649084091187,-0.012077129445970058","0.4070441722869873,0.49084851145744324,-0.014309301041066647","0.405762255191803,0.5646469593048096,-0.00608691293746233","0.4015364944934845,0.5350244641304016,-0.010257367044687271","0.3986780345439911,0.5170138478279114,-0.013279288075864315","0.3966960608959198,0.5027246475219727,-0.015259912237524986","0.39757803082466125,0.5778436064720154,-0.007720810826867819","0.38918939232826233,0.5601052045822144,-0.012401034124195576","0.3833950161933899,0.5472437739372253,-0.014759834855794907","0.3786183297634125,0.5352997779846191,-0.015982868149876595"
0.75,"0.4212045967578888,0.6299788951873779,1.0002282380128236e-07","0.43337079882621765,0.6058346629142761,-0.005005225073546171","0.43919986486434937,0.5756708383560181,-0.00706811947748065","0.44341373443603516,0.5506039261817932,-0.009001780301332474","0.4496653378009796,0.5334650874137878,-0.011206566356122494","0.4270704984664917,0.5566038489341736,-0.005096795503050089","0.42801666259765625,0.5268370509147644,-0.009737876243889332","0.4280487298965454,0.5082034468650818,-0.01349636446684599","0.42792609333992004,0.4922255873680115,-0.01611682027578354","0.41689547896385193,0.5577645301818848,-0.005958960857242346","0.41507667303085327,0.5257442593574524,-0.00965212658047676","0.41397762298583984,0.5052441358566284,-0.012875986285507679","0.41315266489982605,0.4878685772418976,-0.015327472239732742","0.4077073037624359,0.5645617842674255,-0.007525759749114513","0.40528637170791626,0.5333345532417297,-0.011626957915723324","0.4037940204143524,0.5136428475379944,-0.014580579474568367","0.40295132994651794,0.49748679995536804,-0.016623951494693756","0.39914608001708984,0.5764572620391846,-0.009551579132676125","0.39258748292922974,0.5545443892478943,-0.013968175277113914","0.38812705874443054,0.5398433804512024,-0.01590246520936489","0.3843112289905548,0.5265011787414551,-0.016981637105345726"
0.75,"0.42477622628211975,0.6316999197006226,1.3357839634409174e-07","0.43658921122550964,0.6114012002944946,-0.005713367369025946","0.44502297043800354,0.5836945176124573,-0.008669167757034302","0.4524220824241638,0.5612534284591675,-0.011460069566965103","0.45973217487335205,0.5445088148117065,-0.014274242334067822","0.427603542804718,0.5582030415534973,-0.0041954126209020615","0.4314323961734772,0.5292392373085022,-0.009607837535440922","0.4338420331478119,0.5103847980499268,-0.014280657283961773","0.436236172914505,0.4945468008518219,-0.01732352003455162","0.418489009141922,0.5576322078704834,-0.0051115830428898335","0.4171200096607208,0.5245802998542786,-0.009427199140191078","0.41835281252861023,0.503385603427887,-0.012953013181686401","0.4202260971069336,0.4858974814414978,-0.015292209573090076","0.4105443060398102,0.563087522983551,-0.007006361614912748","0.40786224603652954,0.532667875289917,-0.011410392820835114","0.4094866216182709,0.5122462511062622,-0.013868068344891071","0.4121560752391815,0.49513664841651917,-0.01526215486228466","0.4036000370979309,0.5738887190818787,-0.009542610496282578","0.3988378345966339,0.5512645840644836,-0.013157292269170284","0.39767900109291077,0.5354869365692139,-0.014022542163729668","0.3979235887527466,0.5217481851577759,-0.014296705834567547"
0.75,"0.4254675805568695,0.6329612731933594,1.4238365508845163e-07","0.4380992352962494,0.6164399981498718,-0.004411999136209488","0.44787949323654175,0.5889824628829956,-0.006640410516411066","0.4570053517818451,0.5689671635627747,-0.009095974266529083","0.46516892313957214,0.5549609661102295,-0.011409644968807697","0.4271146059036255,0.5573742985725403,0.00045369661529548466","0.43269068002700806,0.530982494354248,-0.004030441865324974","0.4375295639038086,0.513759195804596,-0.008763986639678478","0.4424879550933838,0.5006294846534729,-0.011913402937352657","0.41989681124687195,0.5564881563186646,-0.0009271490853279829","0.4193572700023651,0.5233718156814575,-0.004474252928048372","0.42328208684921265,0.5027906894683838,-0.008088245987892151","0.4285227954387665,0.4872046411037445,-0.010515067726373672","0.41404297947883606,0.5614163875579834,-0.0034675970673561096","0.4126759469509125,0.5287781953811646,-0.00796778779476881","0.41759997606277466,0.5090789794921875,-0.010748463682830334","0.4238368272781372,0.49403899908065796,-0.012168661691248417","0.4094465970993042,0.5709649324417114,-0.006560891401022673","0.408793181180954,0.5474351644515991,-0.010541236028075218","0.41179966926574707,0.5315585136413574,-0.011697722598910332","0.41628533601760864,0.5186503529548645,-0.01205592043697834"
0.75,"0.42489421367645264,0.6359553337097168,1.3484387295648048e-07","0.4379872679710388,0.6181929707527161,-0.002001245738938451","0.44760146737098694,0.5916962027549744,-0.003328813472762704","0.4576283097267151,0.5734930038452148,-0.005515538156032562","0.466972678899765,0.5600014925003052,-0.0077402968890964985","0.42828214168548584,0.5618909001350403,0.003457811661064625","0.4348652958869934,0.5352298617362976,-8.802338561508805e-05","0.4405980110168457,0.5177289247512817,-0.004308315925300121","0.4461272954940796,0.5042725801467896,-0.007231951225548983","0.4226473271846771,0.5605591535568237,0.0007748777279630303","0.42367079854011536,0.5265858173370361,-0.001954859821125865","0.42852333188056946,0.505412757396698,-0.005352192558348179","0.4345761835575104,0.4896114766597748,-0.007886193692684174","0.41754239797592163,0.5644611120223999,-0.0030597280710935593","0.41792628169059753,0.530990719795227,-0.0072349607944488525","0.4236917793750763,0.5095291137695312,-0.01060626283288002","0.4306865632534027,0.4938746988773346,-0.012615850195288658","0.41336268186569214,0.5714764595031738,-0.007262703031301498","0.41560330986976624,0.5447511672973633,-0.011408844962716103","0.42037078738212585,0.5281486511230469,-0.013139257207512856","0.4260565936565399,0.5162505507469177,-0.014047877863049507"
0.75,"0.4252307713031769,0.6363848447799683,1.4265539505231573e-07","0.4392421841621399,0.61702960729599,5.908994353376329e-05","0.44851821660995483,0.5925838351249695,-0.0007811090326867998","0.4587203860282898,0.5753917694091797,-0.003078514477238059","0.46866121888160706,0.561686635017395,-0.005427578464150429","0.42705389857292175,0.5636798739433289,0.006064476910978556","0.4351567029953003,0.5367896556854248,0.002865975024178624","0.44171881675720215,0.5187448263168335,-0.0010382342152297497","0.44778093695640564,0.505377471446991,-0.0037878742441534996","0.4218689799308777,0.5620602965354919,0.001982081914320588","0.4236905872821808,0.5275019407272339,-0.0004047223483212292","0.4293791353702545,0.5056024789810181,-0.003363026073202491","0.43597927689552307,0.4894532561302185,-0.005645676050335169","0.4176257252693176,0.5654306411743164,-0.0032766114454716444","0.41893500089645386,0.5310556292533875,-0.0069846948608756065","0.4251475930213928,0.5092378854751587,-0.009732508100569248","0.4322725236415863,0.49309632182121277,-0.011483604088425636","0.4151287376880646,0.5716292262077332,-0.00884250272065401","0.4176006019115448,0.5449342131614685,-0.012578776106238365","0.42226970195770264,0.5274653434753418,-0.014028823003172874","0.4276074469089508,0.5143088698387146,-0.01488490216434002"
0.75,"0.42629581689834595,0.6343610286712646,1.4135162018646952e-07","0.43999019265174866,0.6160517334938049,0.0003950950631406158","0.44935786724090576,0.5918532609939575,-0.000265421811491251","0.4588727653026581,0.5752532482147217,-0.0023317039012908936","0.4687272310256958,0.5628072023391724,-0.004446441773325205","0.4276808202266693,0.5617514848709106,0.0063811358995735645","0.4356445372104645,0.5360287427902222,0.0032851328141987324","0.44222405552864075,0.5184260606765747,-0.000615342112723738","0.4483611583709717,0.5056973099708557,-0.003316085087135434","0.4225693643093109,0.5595886707305908,0.0024725578259676695","0.4256078898906708,0.525520920753479,0.0003203304368071258","0.43154048919677734,0.5040034055709839,-0.002464884892106056","0.4382679760456085,0.48886436223983765,-0.004602391272783279","0.418463796377182,0.5622662305831909,-0.0025376691482961178","0.4212021827697754,0.527930498123169,-0.005787084810435772","0.42743274569511414,0.5064420104026794,-0.008377094753086567","0.4344485402107239,0.49097928404808044,-0.010108375921845436","0.41599035263061523,0.5679535865783691,-0.007823074236512184","0.4193156361579895,0.5428169965744019,-0.011098663322627544","0.4238954484462738,0.5257889628410339,-0.01238150242716074","0.4289954900741577,0.5127459764480591,-0.01315975934267044"
0.75,"0.4265431761741638,0.6310276985168457,1.4413259918910626e-07","0.44071099162101746,0.6125019192695618,0.0015833453508093953","0.4503879249095917,0.5896461009979248,0.0008541247807443142","0.4597632884979248,0.573954164981842,-0.0013815542915835977","0.4692094027996063,0.5612553358078003,-0.003593794535845518","0.4268644154071808,0.5586512684822083,0.006514500826597214","0.4356025755405426,0.5332577228546143,0.00361844920553267","0.44319117069244385,0.5169461369514465,3.09274073515553e-05","0.4501062035560608,0.5057162642478943,-0.0023552323691546917","0.4220832586288452,0.5566506385803223,0.00227607530541718","0.42623335123062134,0.5213675498962402,0.00035311991814523935","0.43328770995140076,0.5000789165496826,-0.0019766013137996197","0.4407496452331543,0.4858323633670807,-0.0037162075750529766","0.4189857244491577,0.5595977306365967,-0.0028410323429852724","0.4227876663208008,0.5242793560028076,-0.005714800674468279","0.42989984154701233,0.5039159655570984,-0.007824039086699486","0.4371783137321472,0.49001482129096985,-0.009202555753290653","0.4180097281932831,0.5651624798774719,-0.008078677579760551","0.4218061566352844,0.5401228070259094,-0.011022272519767284","0.42674514651298523,0.5232753753662109,-0.012047868221998215","0.43189579248428345,0.5099244117736816,-0.012592221610248089"
0.75,"0.4266726076602936,0.6255558133125305,1.3791483866043563e-07","0.44140294194221497,0.6068877577781677,0.004104734864085913","0.45104625821113586,0.5844037532806396,0.005110378377139568","0.4606868624687195,0.5693736672401428,0.004053247161209583","0.4707063138484955,0.5576950311660767,0.003079628571867943","0.427621990442276,0.5530198812484741,0.011533278971910477","0.4371017515659332,0.5278945565223694,0.01076183095574379","0.4449169337749481,0.5111196041107178,0.00821700133383274","0.451779842376709,0.49898114800453186,0.006325176917016506","0.42322391271591187,0.5507582426071167,0.0064239599741995335","0.42813044786453247,0.5164387822151184,0.006230626255273819","0.4349812865257263,0.4947034418582916,0.004511890467256308","0.44216418266296387,0.48011514544487,0.0029399788472801447","0.4207443594932556,0.5522975921630859,0.00044650587369687855","0.42579787969589233,0.5164117813110352,-0.001256610732525587","0.43369075655937195,0.49530228972435,-0.003429073840379715","0.44137996435165405,0.4815429449081421,-0.005003264173865318","0.4210166037082672,0.5546683073043823,-0.005522983148694038","0.4277699887752533,0.5260819792747498,-0.007741798181086779","0.43470966815948486,0.5092076063156128,-0.00881319958716631","0.4414210319519043,0.4968581199645996,-0.00952839758247137"
0.75,"0.42891284823417664,0.6190937757492065,1.1808345590225144e-07","0.4448148012161255,0.5994195938110352,0.006038144696503878","0.45471376180648804,0.5770699977874756,0.007932589389383793","0.46430960297584534,0.562322735786438,0.007434438914060593","0.47380149364471436,0.5508052706718445,0.006865258794277906","0.43079885840415955,0.5448899269104004,0.012680962681770325","0.4397491216659546,0.5201063752174377,0.012081374414265156","0.44749176502227783,0.5040816068649292,0.00972698349505663","0.4545566141605377,0.4922168552875519,0.00790293887257576","0.4261361360549927,0.5428208112716675,0.0065467446111142635","0.43181082606315613,0.5089576840400696,0.006414324976503849","0.4387543201446533,0.4874476194381714,0.004674852825701237","0.4460567831993103,0.4727460741996765,0.003040001494809985","0.4238011837005615,0.5449245572090149,-0.000260505941696465","0.4295955300331116,0.5097593069076538,-0.001603220123797655","0.4373762607574463,0.48947349190711975,-0.0033627240918576717","0.444841206073761,0.47567328810691833,-0.004804946482181549","0.4246746003627777,0.548646092414856,-0.0069279298186302185","0.4311443269252777,0.5192968845367432,-0.008980227634310722","0.4378589391708374,0.5019270181655884,-0.009886329993605614","0.44446584582328796,0.48874470591545105,-0.010543495416641235"
0.75,"0.43344956636428833,0.6090962886810303,1.3092886774757062e-07","0.4486590623855591,0.591563880443573,0.0035373528953641653","0.45907899737358093,0.569839358329773,0.003834374248981476","0.46885013580322266,0.5562169551849365,0.0022652819752693176","0.47829774022102356,0.5452023148536682,0.0006924040499143302","0.43631717562675476,0.5348462462425232,0.00820253323763609","0.4447651207447052,0.5092050433158875,0.005776694975793362","0.4530565142631531,0.4927791953086853,0.0025184806436300278","0.4606788158416748,0.48126643896102905,0.0004149857850279659","0.431856244802475,0.5328224301338196,0.003163123968988657","0.43792498111724854,0.49856990575790405,0.0017555723898112774","0.4452681541442871,0.4773710370063782,-0.00045374513138085604","0.4529586136341095,0.4625547230243683,-0.002232771599665284","0.42964619398117065,0.5349753499031067,-0.002537837717682123","0.43534404039382935,0.5002941489219666,-0.004380221478641033","0.4427327811717987,0.48053863644599915,-0.005952578503638506","0.4501773416996002,0.46755561232566833,-0.007089043036103249","0.4302101731300354,0.5393173098564148,-0.008311939425766468","0.4356064200401306,0.5101246237754822,-0.010019246488809586","0.4418993294239044,0.4929402768611908,-0.01030921470373869","0.4485933482646942,0.4810342788696289,-0.01042416226118803"
0.75,"0.4373438060283661,0.6005901098251343,1.4253139113407087e-07","0.45348578691482544,0.5841040015220642,0.0036031005438417196","0.46453890204429626,0.5629853010177612,0.0037689958699047565","0.4751182496547699,0.5495595932006836,0.002036195481196046","0.4848383069038391,0.5382480621337891,0.0005086532328277826","0.43888479471206665,0.5251612663269043,0.008641543798148632","0.4476573169231415,0.49946334958076477,0.006470418069511652","0.45673108100891113,0.48309823870658875,0.003362490562722087","0.46514031291007996,0.47174981236457825,0.0012544672936201096","0.4348389208316803,0.5238089561462402,0.0034983225632458925","0.442035436630249,0.48955047130584717,0.001853498863056302","0.45099079608917236,0.4684101939201355,-0.0004306064802221954","0.4601418972015381,0.4548596739768982,-0.0022140813525766134","0.4341527819633484,0.5267203450202942,-0.0023065833374857903","0.44268110394477844,0.4929579794406891,-0.004611111246049404","0.4527304172515869,0.4743587374687195,-0.006376992911100388","0.4619031548500061,0.46287626028060913,-0.0075472877360880375","0.437179297208786,0.5319086313247681,-0.008157994598150253","0.4457656741142273,0.5043582320213318,-0.010418061167001724","0.4541281461715698,0.48891985416412354,-0.011037098243832588","0.46217232942581177,0.4783567190170288,-0.011303525418043137"
0.75,"0.44295576214790344,0.5895357728004456,1.7000122909394122e-07","0.46024036407470703,0.5753165483474731,0.0023259753361344337","0.471995085477829,0.5553188920021057,0.0011771719437092543","0.4829818606376648,0.5411472320556641,-0.0015359953977167606","0.4933866262435913,0.5293475985527039,-0.004055443219840527","0.44574159383773804,0.5160897374153137,0.004626659210771322","0.4552568793296814,0.4878752827644348,0.001410889090038836","0.4651898741722107,0.47070595622062683,-0.0020532694179564714","0.4743151068687439,0.4594150185585022,-0.00431339256465435","0.44153180718421936,0.5139431953430176,7.222899148473516e-05","0.449383407831192,0.47733521461486816,-0.0027183538768440485","0.4596288502216339,0.4565473198890686,-0.0050962804816663265","0.4697151482105255,0.44430023431777954,-0.006775408983230591","0.4411579668521881,0.5165530443191528,-0.0049689835868775845","0.45181217789649963,0.4823305606842041,-0.008251137100160122","0.4630272686481476,0.4650109112262726,-0.010070637799799442","0.4725535809993744,0.4549219012260437,-0.011147301644086838","0.444850891828537,0.5217208862304688,-0.010030781850218773","0.4557625651359558,0.4961353838443756,-0.012810269370675087","0.46449005603790283,0.4821583330631256,-0.013324016705155373","0.47229719161987305,0.472087025642395,-0.013409808278083801"
0.75,"0.4534442126750946,0.5814310312271118,1.5802383757090865e-07","0.4697211682796478,0.5673378705978394,0.0033657129388302565","0.4813952147960663,0.5476428866386414,0.002838561311364174","0.49311205744743347,0.5342509150505066,0.00039966736221686006","0.5038349032402039,0.5238329768180847,-0.0020270063541829586","0.45595166087150574,0.506218433380127,0.006818443536758423","0.4653981626033783,0.47961342334747314,0.003865849459543824","0.4753088355064392,0.4618035852909088,0.0002270658005727455","0.4847852289676666,0.45037829875946045,-0.00219155615195632","0.4521511495113373,0.50376296043396,0.0017722093034535646","0.4605337083339691,0.46869778633117676,-0.0003613649751059711","0.470753014087677,0.44756191968917847,-0.0027749475557357073","0.48087602853775024,0.43580305576324463,-0.004666651599109173","0.45189613103866577,0.5060514211654663,-0.003839766373857856","0.4621568024158478,0.47149842977523804,-0.006549094803631306","0.47316402196884155,0.45269957184791565,-0.008740624412894249","0.48286202549934387,0.44265785813331604,-0.010296975262463093","0.45552948117256165,0.5112527012825012,-0.009458816610276699","0.46683019399642944,0.48575782775878906,-0.012174902483820915","0.4759800136089325,0.47122663259506226,-0.013154741376638412","0.4842880070209503,0.46171289682388306,-0.013687125407159328"
0.75,"0.4613569676876068,0.5700223445892334,1.937875993007765e-07","0.4774799644947052,0.5625283718109131,-0.004719723481684923","0.49070265889167786,0.5436245203018188,-0.008558197878301144","0.5037921071052551,0.5288649797439575,-0.012325312942266464","0.5150394439697266,0.5183831453323364,-0.01566639542579651","0.46766525506973267,0.49869391322135925,-0.0042891004122793674","0.479258269071579,0.46981653571128845,-0.009484990499913692","0.4905281066894531,0.45357340574264526,-0.01399805024266243","0.5006813406944275,0.4442947208881378,-0.01669822819530964","0.46297967433929443,0.49402081966400146,-0.004809655249118805","0.47354018688201904,0.45848599076271057,-0.009143621660768986","0.4850637912750244,0.43945860862731934,-0.012048347853124142","0.4957527220249176,0.4288621246814728,-0.013893400318920612","0.4626970887184143,0.49480438232421875,-0.006054417695850134","0.4738508462905884,0.45991748571395874,-0.01066737063229084","0.4853582978248596,0.4431537985801697,-0.013492914848029613","0.49541178345680237,0.43394023180007935,-0.014981335029006004","0.4661372900009155,0.4989873766899109,-0.007760286331176758","0.47799453139305115,0.47284600138664246,-0.011672868393361568","0.487576425075531,0.45921286940574646,-0.013188300654292107","0.4962686002254486,0.450336217880249,-0.013740393333137035"
0.75,"0.4726974368095398,0.5593550801277161,2.285768943011135e-07","0.4877665042877197,0.5560593008995056,-0.01155920047312975","0.5020169019699097,0.5393867492675781,-0.018321095034480095","0.5164535641670227,0.5242598056793213,-0.02336975745856762","0.5290042161941528,0.5140318274497986,-0.02775701880455017","0.4815230965614319,0.49150022864341736,-0.012906476855278015","0.49385783076286316,0.46306002140045166,-0.019828710705041885","0.5058269500732422,0.448189377784729,-0.025232091546058655","0.5163217186927795,0.44015705585479736,-0.028347617015242577","0.4773881435394287,0.4838683009147644,-0.009759899228811264","0.4894934892654419,0.4487939476966858,-0.015689650550484657","0.5019335150718689,0.43083691596984863,-0.019395623356103897","0.5131838321685791,0.42169398069381714,-0.021596133708953857","0.4771721065044403,0.4830518662929535,-0.007519694976508617","0.48972758650779724,0.44968467950820923,-0.013266406953334808","0.5016347169876099,0.4344438910484314,-0.01675022765994072","0.512175977230072,0.42587441205978394,-0.018519651144742966","0.47959470748901367,0.4869837164878845,-0.006148995831608772","0.4928596317768097,0.46261167526245117,-0.010666830465197563","0.5031918883323669,0.44986045360565186,-0.012685444205999374","0.512648344039917,0.4411567747592926,-0.013513244688510895"
0.75,"0.4867609143257141,0.5514389276504517,2.1314728826382634e-07","0.5019294619560242,0.547655463218689,-0.007361679337918758","0.5168814659118652,0.5304734110832214,-0.012280818074941635","0.5313009023666382,0.5167288780212402,-0.016569435596466064","0.5441098809242249,0.5090668797492981,-0.020350458100438118","0.4974961578845978,0.4836371839046478,-0.007310924585908651","0.5112425684928894,0.45794057846069336,-0.013730381615459919","0.5239871740341187,0.44397953152656555,-0.019114842638373375","0.5348101854324341,0.4367552399635315,-0.02226169779896736","0.4931914806365967,0.4759421646595001,-0.006711731199175119","0.506263792514801,0.4419936239719391,-0.012114958837628365","0.5193849205970764,0.42442044615745544,-0.015697147697210312","0.5309926867485046,0.4150984585285187,-0.017782533541321754","0.49232229590415955,0.4753342568874359,-0.00694856233894825","0.5058149099349976,0.4422279894351959,-0.012632851488888264","0.5184166431427002,0.4274172782897949,-0.015982186421751976","0.5291042327880859,0.4194827377796173,-0.017546411603689194","0.49427884817123413,0.4799119234085083,-0.007785579655319452","0.509411096572876,0.456503689289093,-0.012452115304768085","0.5210490226745605,0.44475001096725464,-0.014136705547571182","0.5310495495796204,0.43742555379867554,-0.014611734077334404"
0.75,"0.4976997971534729,0.5389143228530884,2.4479527382936794e-07","0.5128923654556274,0.541073203086853,-0.014493958093225956","0.5295924544334412,0.526465654373169,-0.021971773356199265","0.5460489988327026,0.5119324326515198,-0.026557452976703644","0.5602788329124451,0.5040501952171326,-0.030333764851093292","0.5134650468826294,0.47735583782196045,-0.017852339893579483","0.5301787853240967,0.4527577757835388,-0.02421572618186474","0.5429328680038452,0.44113287329673767,-0.028642181307077408","0.5529983043670654,0.43408694863319397,-0.0310440082103014","0.5085945129394531,0.466715931892395,-0.01253538392484188","0.524897038936615,0.4332624673843384,-0.018211865797638893","0.539006233215332,0.4173896908760071,-0.020894216373562813","0.5508096814155579,0.4097207188606262,-0.022209875285625458","0.5073002576828003,0.4635668992996216,-0.007986864075064659","0.5224131941795349,0.43239545822143555,-0.013097680173814297","0.5350854396820068,0.41883572936058044,-0.015886252745985985","0.5459851026535034,0.4110395014286041,-0.017151931300759315","0.5083673000335693,0.4655780792236328,-0.004472917877137661","0.5227074027061462,0.4413813650608063,-0.008273976854979992","0.5337446928024292,0.4296371340751648,-0.009843318723142147","0.5436153411865234,0.4218601584434509,-0.010381415486335754"
0.75,"0.5134673118591309,0.5311593413352966,2.331395592136687e-07","0.5284462571144104,0.5341841578483582,-0.012441127561032772","0.545465350151062,0.5201189517974854,-0.019085315987467766","0.561955451965332,0.5063410401344299,-0.023476704955101013","0.5758103132247925,0.4992138147354126,-0.02715454436838627","0.5304095149040222,0.4722372889518738,-0.015787851065397263","0.5472059845924377,0.4479472041130066,-0.022765038534998894","0.560734748840332,0.4366866946220398,-0.027520818635821342","0.5712893605232239,0.430457204580307,-0.029981227591633797","0.5257847309112549,0.460421621799469,-0.011931254528462887","0.542518675327301,0.42786383628845215,-0.018345678225159645","0.5574612021446228,0.4128066599369049,-0.021464833989739418","0.5696706771850586,0.40540575981140137,-0.022840429097414017","0.5246031284332275,0.4563998878002167,-0.00877620279788971","0.5400902628898621,0.42581063508987427,-0.014430698938667774","0.5535748600959778,0.4128558039665222,-0.0171230286359787","0.5649644136428833,0.4058977961540222,-0.01807870902121067","0.5254708528518677,0.45778390765190125,-0.006537001114338636","0.5399274230003357,0.4342261850833893,-0.010631326586008072","0.5513350367546082,0.4228328466415405,-0.011923376470804214","0.5613065958023071,0.4162391424179077,-0.01206119917333126"
0.75,"0.5270772576332092,0.5222713947296143,2.4717351720937586e-07","0.5439932346343994,0.5262236595153809,-0.011007698252797127","0.5611808896064758,0.513501763343811,-0.017636658623814583","0.5779097676277161,0.5016279816627502,-0.022516319528222084","0.5924121737480164,0.49602940678596497,-0.026709144935011864","0.5458139777183533,0.46534034609794617,-0.014495747163891792","0.5641008019447327,0.4420875012874603,-0.022116830572485924","0.5784287452697754,0.430549681186676,-0.027313344180583954","0.5892157554626465,0.4242047965526581,-0.029983453452587128","0.5408459901809692,0.4536447525024414,-0.011697180569171906","0.5598653554916382,0.42151764035224915,-0.018885714933276176","0.575670599937439,0.4061490595340729,-0.022300072014331818","0.5883269309997559,0.39848756790161133,-0.02373901568353176","0.5398358702659607,0.4501941502094269,-0.00958549790084362","0.558337390422821,0.4201180338859558,-0.01635630615055561","0.5730964541435242,0.40693819522857666,-0.019622433930635452","0.5852841734886169,0.39985376596450806,-0.02075769379734993","0.5416647791862488,0.4525206685066223,-0.008215929381549358","0.5594764947891235,0.4326126277446747,-0.013487033545970917","0.5722149014472961,0.4236742854118347,-0.015349023044109344","0.5831866264343262,0.41865304112434387,-0.015701208263635635"
0.75,"0.5432862043380737,0.5195262432098389,2.2851756398267753e-07","0.5601698756217957,0.5230156183242798,-0.007542596198618412","0.5771991610527039,0.5079871416091919,-0.012451093643903732","0.5935298800468445,0.4968873858451843,-0.01666373200714588","0.607982337474823,0.49211210012435913,-0.020281895995140076","0.5624645948410034,0.45335566997528076,-0.00796271301805973","0.5789880156517029,0.4308989644050598,-0.014564902521669865","0.5938276648521423,0.42023804783821106,-0.01990422233939171","0.6054296493530273,0.41571444272994995,-0.022966109216213226","0.5587536096572876,0.4456271529197693,-0.007348768413066864","0.5767952799797058,0.4155723452568054,-0.013415416702628136","0.592689573764801,0.40137022733688354,-0.01722540706396103","0.60565185546875,0.3952586352825165,-0.01925172470510006","0.5585403442382812,0.4461280107498169,-0.007497942075133324","0.5772888660430908,0.41778895258903503,-0.013580436818301678","0.5923720598220825,0.40558239817619324,-0.016953520476818085","0.6044870615005493,0.40000173449516296,-0.01836097054183483","0.5611162185668945,0.45310458540916443,-0.008235874585807323","0.5797783732414246,0.43499869108200073,-0.013063125312328339","0.592738926410675,0.42699992656707764,-0.014690538868308067","0.6035520434379578,0.42333561182022095,-0.014992914162576199"
0.75,"0.557969868183136,0.5140517354011536,2.3881685251581075e-07","0.5759169459342957,0.5153548121452332,-0.0059404028579592705","0.5921480059623718,0.5010241866111755,-0.010858465917408466","0.6086292266845703,0.4922029376029968,-0.01557699404656887","0.6232398152351379,0.48789864778518677,-0.01973206177353859","0.5760430693626404,0.44452807307243347,-0.0071559990756213665","0.5935660600662231,0.4173508882522583,-0.01420969795435667","0.6090822219848633,0.40435412526130676,-0.019543053582310677","0.6213895678520203,0.3982968032360077,-0.022613249719142914","0.5725482702255249,0.4385295510292053,-0.007851040922105312","0.5928983688354492,0.4077238440513611,-0.014320457354187965","0.6100035309791565,0.39495211839675903,-0.018182579427957535","0.6235702037811279,0.3905293345451355,-0.020176464691758156","0.5729655623435974,0.44116663932800293,-0.009228518232703209","0.593951404094696,0.41200539469718933,-0.01572619192302227","0.6099511384963989,0.4005751609802246,-0.0191477183252573","0.6225535869598389,0.39590731263160706,-0.020603304728865623","0.5768004655838013,0.4509910047054291,-0.011115234345197678","0.5961565971374512,0.4349726140499115,-0.01676962524652481","0.6093178391456604,0.4279743731021881,-0.01887694001197815","0.6200668811798096,0.42487290501594543,-0.019427625462412834"
