gesture,[0],[1],[2],[3],[4],[5],[6],[7],[8],[9],[10],[11],[12],[13],[14],[15],[16],[17],[18],[19],[20]
0.5,"0.29129093885421753,0.6200879812240601,3.4688477512645477e-07","0.32757970690727234,0.5703743696212769,-0.006011276040226221","0.3570712208747864,0.5096941590309143,-0.014444312080740929","0.38157424330711365,0.46788978576660156,-0.025653095915913582","0.4010779857635498,0.4206082224845886,-0.036670710891485214","0.3127533197402954,0.3968818783760071,0.0009973450796678662","0.3289717733860016,0.3276153802871704,-0.01609453558921814","0.35388773679733276,0.304312527179718,-0.03167056664824486","0.3784235715866089,0.296694278717041,-0.04155941680073738","0.2954864203929901,0.39608749747276306,-0.00898410938680172","0.29434964060783386,0.3019673526287079,-0.024551257491111755","0.3206804692745209,0.26334279775619507,-0.03908287361264229","0.34891778230667114,0.252424031496048,-0.048782091587781906","0.2793310284614563,0.4127955734729767,-0.021699855104088783","0.2708110213279724,0.3258216381072998,-0.03745811805129051","0.29681625962257385,0.29041409492492676,-0.04836219549179077","0.32556581497192383,0.27783602476119995,-0.05505002662539482","0.2668302357196808,0.44416338205337524,-0.03545727953314781","0.2606930434703827,0.38074740767478943,-0.049755584448575974","0.27419254183769226,0.3426053524017334,-0.05647265166044235","0.2919495701789856,0.31893613934516907,-0.060532163828611374"
0.5,"0.2804233431816101,0.6317560076713562,2.7155471116202534e-07","0.288707971572876,0.5639141201972961,0.02460334077477455","0.3041447699069977,0.49183887243270874,0.027831723913550377","0.3305635452270508,0.44407376646995544,0.023567140102386475","0.35702523589134216,0.40659430623054504,0.019267134368419647","0.25708770751953125,0.42938709259033203,0.015057375654578209","0.27146393060684204,0.3141120672225952,0.009625579230487347","0.2999899089336395,0.272676944732666,0.006636413745582104","0.3237977623939514,0.25504255294799805,0.005760053172707558","0.2613888084888458,0.4344225525856018,-0.004896778147667646","0.2726578712463379,0.30424314737319946,-0.010160068981349468","0.3049028515815735,0.2624257206916809,-0.013315510004758835","0.3323397636413574,0.2553628981113434,-0.01515822671353817","0.2766181528568268,0.4498116075992584,-0.023633480072021484","0.2948029637336731,0.3315380811691284,-0.027638623490929604","0.32879504561424255,0.2999764382839203,-0.02930520661175251","0.3535655438899994,0.2960464358329773,-0.030939389020204544","0.30158179998397827,0.46886539459228516,-0.040672820061445236","0.3256272077560425,0.38301342725753784,-0.042205799371004105","0.35028234124183655,0.35350388288497925,-0.04115965962409973","0.3684140741825104,0.3398861885070801,-0.04100924730300903"
0.5,"0.29293060302734375,0.6358644366264343,1.0375293157949272e-07","0.2615790367126465,0.5620906352996826,0.02621913142502308","0.25156307220458984,0.4968069791793823,0.03266429528594017","0.254010945558548,0.4432077705860138,0.0343538261950016","0.2663279175758362,0.40723711252212524,0.03662453219294548","0.24341554939746857,0.45686468482017517,0.002052412601187825","0.24254301190376282,0.34942710399627686,0.0006853941013105214","0.2571670114994049,0.3083897829055786,0.008044185116887093","0.27166128158569336,0.29270514845848083,0.015304585918784142","0.26527443528175354,0.4495268166065216,-0.012846160680055618","0.25810304284095764,0.32471901178359985,-0.01638059876859188","0.2717440724372864,0.27631258964538574,-0.010663791559636593","0.28661829233169556,0.26074719429016113,-0.0045240530744194984","0.29156509041786194,0.4548470079898834,-0.02439560554921627","0.2960550785064697,0.34325307607650757,-0.025548839941620827","0.3107064366340637,0.30806252360343933,-0.018312489613890648","0.32213398814201355,0.29814302921295166,-0.01233548391610384","0.3220893144607544,0.47236168384552,-0.03343496844172478","0.3396311402320862,0.39809539914131165,-0.03127995505928993","0.35093796253204346,0.3640400469303131,-0.025034114718437195","0.35711970925331116,0.34366023540496826,-0.019257595762610435"
0.5,"0.3031775951385498,0.6398114562034607,1.2106868041428243e-07","0.2685716152191162,0.5772770643234253,0.018370820209383965","0.25785788893699646,0.5161399841308594,0.02189197763800621","0.2623639702796936,0.4662243127822876,0.02237173169851303","0.2741767466068268,0.4333852529525757,0.023154189810156822","0.2511040270328522,0.46210646629333496,-0.002911076182499528","0.2489444464445114,0.36319786310195923,-0.005457303952425718","0.26097872853279114,0.32644087076187134,-0.0007577186916023493","0.2731071710586548,0.31137874722480774,0.004233318846672773","0.2755712866783142,0.45165571570396423,-0.014041843824088573","0.26596856117248535,0.33730143308639526,-0.017229508608579636","0.27657949924468994,0.29256969690322876,-0.013356923125684261","0.28905192017555237,0.27482694387435913,-0.008908845484256744","0.30373474955558777,0.45556721091270447,-0.0223830658942461","0.3043834865093231,0.35345572233200073,-0.023835282772779465","0.3164181709289551,0.3212786316871643,-0.018346261233091354","0.32610294222831726,0.3109051287174225,-0.013681861571967602","0.333688884973526,0.4728538691997528,-0.028821062296628952","0.34756767749786377,0.40273088216781616,-0.02734551951289177","0.3566459119319916,0.3696979582309723,-0.02138925902545452","0.36219555139541626,0.3487061858177185,-0.01578572392463684"
0.5,"0.31200674176216125,0.6424438953399658,9.955028446029246e-08","0.27726027369499207,0.5770501494407654,0.018211472779512405","0.2674318552017212,0.5120459198951721,0.023262379691004753","0.2737729847431183,0.46196675300598145,0.025439994409680367","0.2877558171749115,0.4288031756877899,0.027951780706644058","0.26213908195495605,0.4641898274421692,0.00045954331289976835","0.2588461935520172,0.3699517250061035,-0.0007971156155690551","0.26985350251197815,0.3325861096382141,0.004853424616158009","0.2812022864818573,0.31703680753707886,0.01041614729911089","0.2868432104587555,0.45345401763916016,-0.009914505295455456","0.2772730886936188,0.34345996379852295,-0.012142786756157875","0.28751325607299805,0.301647424697876,-0.007627884391695261","0.2992710769176483,0.28579044342041016,-0.00236334465444088","0.314787358045578,0.4577728509902954,-0.017782168462872505","0.31559354066848755,0.3643852472305298,-0.018931884318590164","0.325361043214798,0.3310016989707947,-0.013839179649949074","0.3333646357059479,0.3184196949005127,-0.009203881956636906","0.34478628635406494,0.47536998987197876,-0.023743245750665665","0.3584586977958679,0.409667432308197,-0.022502925246953964","0.367046594619751,0.37732046842575073,-0.017083631828427315","0.3725389242172241,0.35659095644950867,-0.01171584241092205"
0.5,"0.3186987638473511,0.6396363973617554,9.986998605882036e-08","0.2819848358631134,0.5742582678794861,0.02285761758685112","0.27053505182266235,0.5098162889480591,0.029959633946418762","0.272742360830307,0.4557650685310364,0.03418297693133354","0.2854337692260742,0.42051130533218384,0.0395737960934639","0.2676060199737549,0.46162939071655273,0.0010810228995978832","0.26530107855796814,0.36497727036476135,0.003567860461771488","0.27749741077423096,0.33048540353775024,0.01540591660887003","0.28855252265930176,0.3207576274871826,0.025798415765166283","0.29375600814819336,0.44924861192703247,-0.009969781152904034","0.2855287194252014,0.335206001996994,-0.010788284242153168","0.29562440514564514,0.2930150628089905,-0.0024002317804843187","0.30664941668510437,0.2801936864852905,0.00631000567227602","0.32172006368637085,0.45337018370628357,-0.017430825158953667","0.325863778591156,0.3559722602367401,-0.015963632613420486","0.33563026785850525,0.32691502571105957,-0.005494609475135803","0.34249424934387207,0.31879693269729614,0.0033180511090904474","0.35196471214294434,0.4735071063041687,-0.022486841306090355","0.3661535084247589,0.4042530953884125,-0.017748789861798286","0.37468230724334717,0.37224578857421875,-0.008493340574204922","0.37887126207351685,0.3515515923500061,7.36170113668777e-05"
0.5,"0.3173474371433258,0.6411464214324951,1.3930950615304027e-07","0.2822817862033844,0.5721307992935181,0.021113524213433266","0.272199422121048,0.5081462264060974,0.02629629336297512","0.27615657448768616,0.4552731513977051,0.02833668887615204","0.2894541621208191,0.42117762565612793,0.031121231615543365","0.2690461575984955,0.4629136621952057,-0.0020972220227122307","0.2668575644493103,0.36064350605010986,-0.0025767721235752106","0.2792789936065674,0.32186079025268555,0.006514399778097868","0.2915123999118805,0.3084433674812317,0.015173641964793205","0.2952744960784912,0.45159658789634705,-0.013735559768974781","0.2869335412979126,0.33447355031967163,-0.016720876097679138","0.29764267802238464,0.28976649045944214,-0.00993485189974308","0.3097609877586365,0.2758125066757202,-0.0022875876165926456","0.32337304949760437,0.45595040917396545,-0.022041799500584602","0.3257717192173004,0.3528572916984558,-0.022670434787869453","0.33632737398147583,0.322088360786438,-0.01281222328543663","0.3443242609500885,0.31334394216537476,-0.004156090784817934","0.35358184576034546,0.4761980175971985,-0.028158023953437805","0.3669794499874115,0.4036474823951721,-0.025124648585915565","0.3758096992969513,0.3697391748428345,-0.016203220933675766","0.3807089924812317,0.3478541076183319,-0.00762445293366909"
0.5,"0.3156115710735321,0.6375156044960022,1.4502802514471114e-07","0.28220510482788086,0.5708655714988708,0.023627350106835365","0.271882563829422,0.503989577293396,0.029333598911762238","0.2749139368534088,0.44940391182899475,0.0309126116335392","0.28884264826774597,0.41338181495666504,0.03291388228535652","0.26594245433807373,0.4618251621723175,0.000573477242141962","0.26538628339767456,0.3565042316913605,-0.0008468760061077774","0.2791993319988251,0.31781214475631714,0.006350272800773382","0.2927790880203247,0.3026047646999359,0.013562899082899094","0.29023081064224243,0.4514485001564026,-0.012949381023645401","0.28452396392822266,0.33170461654663086,-0.01604069210588932","0.2964651584625244,0.28543564677238464,-0.010422117076814175","0.30934062600135803,0.267963171005249,-0.0041082389652729034","0.3172191083431244,0.4558945894241333,-0.023194054141640663","0.32281532883644104,0.3502139151096344,-0.02398250810801983","0.3362125754356384,0.3182482123374939,-0.015291683375835419","0.3466484844684601,0.3075430989265442,-0.00788182020187378","0.34736090898513794,0.47450920939445496,-0.031174497678875923","0.3627227544784546,0.3999471962451935,-0.028477316722273827","0.3737371861934662,0.36537447571754456,-0.020619073882699013","0.3810428977012634,0.34222352504730225,-0.013228651136159897"
0.5,"0.3035919964313507,0.6417450308799744,2.504586404938891e-07","0.3103013336658478,0.5731785893440247,0.02343873120844364","0.3219141960144043,0.5071895122528076,0.025267865508794785","0.34725242853164673,0.4625222086906433,0.019711801782250404","0.3725983500480652,0.4282207489013672,0.013721022754907608","0.27025485038757324,0.44911304116249084,0.012614504434168339","0.2814313769340515,0.3440897464752197,0.005644459277391434","0.3071752190589905,0.30243706703186035,0.0015533233527094126","0.3309330642223358,0.28511935472488403,-0.00013124197721481323","0.2777543365955353,0.44627389311790466,-0.00664694607257843","0.2827507257461548,0.3247900605201721,-0.01137346588075161","0.30886057019233704,0.2821020185947418,-0.013391413725912571","0.3338686227798462,0.271575391292572,-0.014164096675813198","0.2959519624710083,0.4543434977531433,-0.02446736767888069","0.3076528310775757,0.3433060050010681,-0.02781057171523571","0.33591359853744507,0.3106845021247864,-0.026125378906726837","0.35819771885871887,0.3053382635116577,-0.024829192087054253","0.32394519448280334,0.46723246574401855,-0.04082551598548889","0.3419256806373596,0.3856568932533264,-0.04161494970321655","0.3621462285518646,0.3549189269542694,-0.03740689903497696","0.3792463541030884,0.3409942388534546,-0.033988095819950104"
0.5,"0.3114392161369324,0.6544599533081055,1.9574612508677092e-07","0.34980782866477966,0.5979968309402466,-0.0025627203285694122","0.3762969970703125,0.5240044593811035,-0.006748700048774481","0.3982512652873993,0.4674610197544098,-0.014537894167006016","0.41623783111572266,0.41743579506874084,-0.021931011229753494","0.32665666937828064,0.4282720685005188,0.014212056063115597","0.33950358629226685,0.3585689067840576,0.002042202977463603","0.3611707389354706,0.3330259323120117,-0.01213070098310709","0.38213974237442017,0.3182328939437866,-0.021530313417315483","0.30961599946022034,0.42168036103248596,0.005292392335832119","0.31030547618865967,0.332766056060791,-0.004822718445211649","0.3303118348121643,0.29012155532836914,-0.016683870926499367","0.3527643084526062,0.26398777961730957,-0.024877959862351418","0.2931523323059082,0.4303424656391144,-0.006625342648476362","0.2885924279689789,0.33775627613067627,-0.018718808889389038","0.3121979236602783,0.29655516147613525,-0.02723577246069908","0.338862806558609,0.2743310034275055,-0.03183775022625923","0.27942562103271484,0.45161712169647217,-0.019599497318267822","0.2759295701980591,0.37845951318740845,-0.0305535476654768","0.2925979197025299,0.3409639000892639,-0.034088943153619766","0.3145686984062195,0.31881237030029297,-0.03532520309090614"
0.5,"0.29060155153274536,0.6545577049255371,3.126505134787294e-07","0.32732462882995605,0.6163562536239624,-0.017593499273061752","0.34731295704841614,0.5590296983718872,-0.025256585329771042","0.350384920835495,0.511420726776123,-0.03292735293507576","0.3568514585494995,0.4787393808364868,-0.03943825885653496","0.3508475422859192,0.44530022144317627,-0.005464692134410143","0.3655517101287842,0.36686673760414124,-0.020507417619228363","0.372251957654953,0.3284374177455902,-0.03407149016857147","0.37808358669281006,0.30874478816986084,-0.04263845086097717","0.32094231247901917,0.4282756745815277,-0.006379357539117336","0.3302115499973297,0.33983153104782104,-0.01705257035791874","0.3360784351825714,0.2884426712989807,-0.02840014360845089","0.3437443673610687,0.2508659362792969,-0.036833249032497406","0.2917042374610901,0.43469059467315674,-0.011070262640714645","0.28865355253219604,0.35917043685913086,-0.021759092807769775","0.29153892397880554,0.3154063820838928,-0.03192871809005737","0.2992152273654938,0.2794891595840454,-0.03920874744653702","0.2606866955757141,0.46010854840278625,-0.017876144498586655","0.25007501244544983,0.4029468894004822,-0.02655637264251709","0.245735302567482,0.36578506231307983,-0.031706552952528","0.2467678189277649,0.3288577198982239,-0.03563219681382179"
0.5,"0.28900423645973206,0.6626229286193848,2.11927797977296e-07","0.31723418831825256,0.628677248954773,-0.022703342139720917","0.33738917112350464,0.5676471590995789,-0.0331278033554554","0.327555775642395,0.5039286017417908,-0.042095083743333817","0.3092147707939148,0.45050451159477234,-0.04981301352381706","0.34665265679359436,0.45057815313339233,-0.014055836945772171","0.3583683371543884,0.3780544698238373,-0.02968975342810154","0.3573283553123474,0.3337128162384033,-0.04309161752462387","0.351899117231369,0.30114734172821045,-0.052101653069257736","0.32000553607940674,0.43050870299339294,-0.013847248628735542","0.332113653421402,0.34592077136039734,-0.02489512600004673","0.33296269178390503,0.28974807262420654,-0.035429902374744415","0.33069562911987305,0.2432970553636551,-0.04319780319929123","0.29175594449043274,0.4377729296684265,-0.01742306724190712","0.28855928778648376,0.3592569828033447,-0.030023759230971336","0.2826317250728607,0.31007009744644165,-0.04029370844364166","0.2773323357105255,0.2684856653213501,-0.047178369015455246","0.2615179419517517,0.46509674191474915,-0.023351455107331276","0.24485456943511963,0.40378251671791077,-0.03677628934383392","0.23364436626434326,0.3625236749649048,-0.044491153210401535","0.22521540522575378,0.32159513235092163,-0.049148522317409515"
0.5,"0.28312331438064575,0.6694231033325195,2.0395616218138457e-07","0.30939042568206787,0.6396549940109253,-0.023810189217329025","0.3259895443916321,0.5814776420593262,-0.03583889454603195","0.31001847982406616,0.5203378796577454,-0.04616665467619896","0.2866656482219696,0.4722781181335449,-0.05491260811686516","0.3387666642665863,0.45575815439224243,-0.016398150473833084","0.34991317987442017,0.38184940814971924,-0.033722978085279465","0.345664381980896,0.33840784430503845,-0.048175133764743805","0.3350650668144226,0.3090769052505493,-0.057397693395614624","0.31312811374664307,0.4337315559387207,-0.016104698181152344","0.32615670561790466,0.3472665846347809,-0.02800883911550045","0.3248631954193115,0.28821098804473877,-0.0383000485599041","0.3187205493450165,0.2403155267238617,-0.04541609063744545","0.28587350249290466,0.4406833350658417,-0.019742019474506378","0.28153765201568604,0.3606744110584259,-0.033071134239435196","0.27306148409843445,0.31051546335220337,-0.04291221871972084","0.26415765285491943,0.2686999440193176,-0.04896318539977074","0.2562654912471771,0.46844160556793213,-0.025806443765759468","0.23681075870990753,0.4065379202365875,-0.03975658491253853","0.22368134558200836,0.36512744426727295,-0.047248128801584244","0.21307678520679474,0.32427138090133667,-0.051304709166288376"
0.5,"0.27952906489372253,0.6747843027114868,2.0304798908910016e-07","0.3056151866912842,0.6438876390457153,-0.023985402658581734","0.32270845770835876,0.5846150517463684,-0.036602962762117386","0.305724561214447,0.5233892798423767,-0.04746631905436516","0.28082114458084106,0.4761072099208832,-0.05678698793053627","0.33315739035606384,0.45645299553871155,-0.017105471342802048","0.3447808623313904,0.3816757798194885,-0.035255685448646545","0.3406813144683838,0.33821624517440796,-0.050507739186286926","0.3295214772224426,0.3073387145996094,-0.06028066948056221","0.30734455585479736,0.4350453317165375,-0.016995856538414955","0.3216073215007782,0.34982120990753174,-0.03033154085278511","0.31970837712287903,0.29033392667770386,-0.04169455170631409","0.3116777241230011,0.24090230464935303,-0.049342162907123566","0.2797788679599762,0.44299808144569397,-0.020721474662423134","0.2754175662994385,0.3641936182975769,-0.035225506871938705","0.266128808259964,0.313463032245636,-0.04562189057469368","0.25542518496513367,0.27053236961364746,-0.05179687961935997","0.24980007112026215,0.47226986289024353,-0.026804354041814804","0.22982251644134521,0.41077110171318054,-0.0415596142411232","0.21589432656764984,0.36842167377471924,-0.049171753227710724","0.2037413865327835,0.32596462965011597,-0.05310871824622154"
0.5,"0.27953025698661804,0.6737178564071655,2.277068773537394e-07","0.30567467212677,0.6448853015899658,-0.026303423568606377","0.32253608107566833,0.5849952697753906,-0.039828795939683914","0.30788156390190125,0.5240048170089722,-0.05132162570953369","0.28474631905555725,0.47455769777297974,-0.06094970926642418","0.3312540352344513,0.4578879475593567,-0.02034158445894718","0.3421671986579895,0.3777364492416382,-0.0409909151494503","0.3378565013408661,0.3334423303604126,-0.05727383494377136","0.32609429955482483,0.3065487742424011,-0.06692418456077576","0.3053000569343567,0.4363011121749878,-0.019211512058973312","0.3190617561340332,0.34818127751350403,-0.03480198234319687","0.31683528423309326,0.2873407304286957,-0.04671833664178848","0.3083312511444092,0.24195370078086853,-0.05415087193250656","0.27724260091781616,0.4441307783126831,-0.022221123799681664","0.27212199568748474,0.36612722277641296,-0.038137227296829224","0.2636798024177551,0.317491352558136,-0.0478297621011734","0.25383076071739197,0.27981629967689514,-0.05288026109337807","0.24745287001132965,0.472724586725235,-0.027875298634171486","0.22755339741706848,0.41326624155044556,-0.04380159452557564","0.2132018357515335,0.37228918075561523,-0.051648128777742386","0.20025473833084106,0.33107152581214905,-0.05521712824702263"
0.5,"0.2799529433250427,0.6730310916900635,2.410812669495499e-07","0.3068169057369232,0.642592191696167,-0.026530573144555092","0.3229515552520752,0.5812625885009766,-0.04012520983815193","0.30820098519325256,0.5193271040916443,-0.051771290600299835","0.2862367331981659,0.4678729474544525,-0.061492159962654114","0.3302832245826721,0.45542922616004944,-0.02029285952448845","0.3409271836280823,0.3744997978210449,-0.042170777916908264","0.3355993628501892,0.3297158479690552,-0.0591515377163887","0.32290762662887573,0.30379268527030945,-0.06893878430128098","0.30328088998794556,0.4351758360862732,-0.019287649542093277","0.31654348969459534,0.3454735279083252,-0.036026787012815475","0.3142598867416382,0.28488415479660034,-0.04805030673742294","0.3057813346385956,0.24206902086734772,-0.055009789764881134","0.274489164352417,0.4448567032814026,-0.022587226703763008","0.26885005831718445,0.3668579161167145,-0.03932974115014076","0.25996410846710205,0.31837156414985657,-0.0484122596681118","0.25021979212760925,0.2813943922519684,-0.05255083367228508","0.24439823627471924,0.47596806287765503,-0.028593478724360466","0.22495058178901672,0.41692447662353516,-0.044832006096839905","0.21148893237113953,0.37582579255104065,-0.052101656794548035","0.19986790418624878,0.334442675113678,-0.05490615591406822"
0.5,"0.2799815237522125,0.6749011874198914,2.3223769574087783e-07","0.30723273754119873,0.6448720097541809,-0.026271075010299683","0.32406917214393616,0.5816245675086975,-0.03884612023830414","0.3096579611301422,0.5197449326515198,-0.04941243678331375","0.2861844301223755,0.47082874178886414,-0.058187857270240784","0.32816579937934875,0.45541420578956604,-0.019732676446437836","0.3388172686100006,0.3750474452972412,-0.0406237356364727","0.3341114819049835,0.3296528458595276,-0.05704345926642418","0.3226310610771179,0.3025639057159424,-0.06682322919368744","0.3010445833206177,0.4351898729801178,-0.018559716641902924","0.3127908706665039,0.34573206305503845,-0.03459354117512703","0.3106774091720581,0.2855163812637329,-0.04694785550236702","0.30292001366615295,0.2435951977968216,-0.05462583526968956","0.27251961827278137,0.44499173760414124,-0.021586572751402855","0.2664376497268677,0.3663617968559265,-0.03793182969093323","0.25815293192863464,0.3185006082057953,-0.04805673286318779","0.2490617036819458,0.2825315594673157,-0.05329805985093117","0.24321460723876953,0.4760079085826874,-0.027252964675426483","0.2230861783027649,0.41738736629486084,-0.04350624978542328","0.20929396152496338,0.37648653984069824,-0.051852915436029434","0.19755056500434875,0.33560097217559814,-0.055719174444675446"
0.5,"0.28083720803260803,0.6706150770187378,2.3172161434104055e-07","0.3077409863471985,0.638255774974823,-0.02471151016652584","0.3245873749256134,0.5782209634780884,-0.03711731731891632","0.3135848641395569,0.5194368362426758,-0.048160918056964874","0.2922322750091553,0.4710756242275238,-0.057394739240407944","0.3258333206176758,0.4501669108867645,-0.018346384167671204","0.33582398295402527,0.3701525926589966,-0.04005531966686249","0.3310738503932953,0.3263090252876282,-0.05644635111093521","0.32040834426879883,0.30558067560195923,-0.06520909070968628","0.29803329706192017,0.4309203028678894,-0.01771417073905468","0.3080267906188965,0.34418076276779175,-0.03322269767522812","0.3051263093948364,0.2870331406593323,-0.043744951486587524","0.29763275384902954,0.2523101568222046,-0.04960513487458229","0.26922109723091125,0.4418821930885315,-0.021434351801872253","0.2621416747570038,0.36893337965011597,-0.03700920566916466","0.25415995717048645,0.32353734970092773,-0.04481502249836922","0.24659746885299683,0.2927260398864746,-0.04800029098987579","0.23932519555091858,0.47426286339759827,-0.027835562825202942","0.21807634830474854,0.41903793811798096,-0.04307200014591217","0.20393651723861694,0.37989649176597595,-0.04976322874426842","0.19279250502586365,0.3428693115711212,-0.05195792764425278"
0.5,"0.2779337763786316,0.6613014936447144,2.3287937267468806e-07","0.3050071597099304,0.6334929466247559,-0.024811848998069763","0.32294905185699463,0.585447371006012,-0.03957410529255867","0.3190075755119324,0.5455411672592163,-0.05369798466563225","0.3016861379146576,0.5146796703338623,-0.06627234816551208","0.3186090290546417,0.4392543137073517,-0.019276561215519905","0.32812461256980896,0.3640999495983124,-0.042759623378515244","0.32241031527519226,0.33250436186790466,-0.061853643506765366","0.311160683631897,0.32587242126464844,-0.07217326015233994","0.2890408933162689,0.41987133026123047,-0.019436873495578766","0.2928174138069153,0.33581864833831787,-0.03382899984717369","0.2873157560825348,0.283253014087677,-0.0453312024474144","0.27935105562210083,0.2552028000354767,-0.0531231164932251","0.2598939836025238,0.43220987915992737,-0.024078844115138054","0.2497241050004959,0.358450323343277,-0.03723169490695","0.23764806985855103,0.3184390068054199,-0.04559044539928436","0.22837772965431213,0.2950325310230255,-0.05068456754088402","0.23084893822669983,0.469407320022583,-0.031653184443712234","0.20662978291511536,0.41837382316589355,-0.04370682314038277","0.19043594598770142,0.3834870457649231,-0.049745719879865646","0.17882487177848816,0.3532005250453949,-0.05286790058016777"
0.5,"0.2850082814693451,0.6412450671195984,3.069246758968802e-07","0.30382341146469116,0.6201409697532654,-0.0381464920938015","0.3128097355365753,0.5956987738609314,-0.06678583472967148","0.3094273805618286,0.590003252029419,-0.09374924004077911","0.30522680282592773,0.5908715724945068,-0.11943551898002625","0.30842095613479614,0.4259977340698242,-0.043351251631975174","0.3096964359283447,0.3605102300643921,-0.07662703096866608","0.2985598146915436,0.3522423207759857,-0.10358498245477676","0.283053994178772,0.38068515062332153,-0.11823350936174393","0.27560967206954956,0.4119201600551605,-0.03957381471991539","0.2728719115257263,0.329512357711792,-0.06324732303619385","0.2609350085258484,0.28758907318115234,-0.08089219033718109","0.24690835177898407,0.288980096578598,-0.09243758022785187","0.24483722448349,0.4288809895515442,-0.04067394509911537","0.22675618529319763,0.3530513644218445,-0.05896562337875366","0.20799274742603302,0.3268141746520996,-0.07217956334352493","0.19249741733074188,0.3357304334640503,-0.08050153404474258","0.2162800431251526,0.47140395641326904,-0.045595936477184296","0.18618768453598022,0.42908215522766113,-0.06045621261000633","0.16469711065292358,0.41158947348594666,-0.06924142688512802","0.14747755229473114,0.4153570234775543,-0.07451581209897995"
0.5,"0.2640092968940735,0.5699138641357422,1.5018092369700753e-07","0.2946392893791199,0.5843303799629211,-0.04602102190256119","0.3219732642173767,0.5754364728927612,-0.08036494255065918","0.3070824146270752,0.6031383872032166,-0.1098312959074974","0.2827420234680176,0.6420197486877441,-0.13893607258796692","0.2978411316871643,0.45136943459510803,-0.07887495309114456","0.30919215083122253,0.40139535069465637,-0.12482260912656784","0.30047693848609924,0.4509733021259308,-0.15337684750556946","0.2921077013015747,0.5130741596221924,-0.16650554537773132","0.2612212002277374,0.4327474534511566,-0.07465721666812897","0.26498886942863464,0.3265264332294464,-0.11517773568630219","0.24439187347888947,0.3411598205566406,-0.13331614434719086","0.23120397329330444,0.39647501707077026,-0.13997450470924377","0.22986842691898346,0.4410631060600281,-0.07381852716207504","0.20902544260025024,0.36815589666366577,-0.10494010150432587","0.18503881990909576,0.38863247632980347,-0.11867550760507584","0.17384073138237,0.4300824701786041,-0.12373597919940948","0.20443111658096313,0.4724946916103363,-0.07606585323810577","0.16956940293312073,0.44204917550086975,-0.09490164369344711","0.14661003649234772,0.4581998884677887,-0.10138826817274094","0.13486561179161072,0.4830705225467682,-0.10478426516056061"
0.5,"0.23896974325180054,0.5119271874427795,-1.8390559830550046e-07","0.26617249846458435,0.5432726740837097,-0.03555780649185181","0.3018137514591217,0.5544751286506653,-0.06301659345626831","0.30183571577072144,0.614737868309021,-0.08677173405885696","0.28398674726486206,0.6622697710990906,-0.11002563685178757","0.290778249502182,0.4413164258003235,-0.06602353602647781","0.3052968978881836,0.4431111216545105,-0.10569784790277481","0.2961755394935608,0.512498140335083,-0.125874325633049","0.28856968879699707,0.5747917294502258,-0.13493086397647858","0.2477630376815796,0.4213782548904419,-0.0644158199429512","0.25167208909988403,0.38116654753685,-0.10347672551870346","0.24382230639457703,0.469038724899292,-0.11030744016170502","0.24196869134902954,0.5396957397460938,-0.10852742940187454","0.21239139139652252,0.4227493107318878,-0.06638429313898087","0.2017798125743866,0.3846261203289032,-0.10045268386602402","0.1913343369960785,0.4515991806983948,-0.10413525998592377","0.18667501211166382,0.5011971592903137,-0.10136321932077408","0.18371497094631195,0.4424809217453003,-0.07039513438940048","0.1594715267419815,0.4549533426761627,-0.09629922360181808","0.14208707213401794,0.5040380954742432,-0.10303548723459244","0.13240358233451843,0.5383345484733582,-0.10542821139097214"
0.5,"0.23182609677314758,0.4641791880130768,-2.6643163231199196e-09","0.27232295274734497,0.4815192222595215,-0.029163610190153122","0.296524316072464,0.5181472301483154,-0.05658942461013794","0.2950466573238373,0.5975276231765747,-0.08190600574016571","0.2830297648906708,0.6667752861976624,-0.11048678308725357","0.28888028860092163,0.40184611082077026,-0.07212600111961365","0.3071378767490387,0.47851815819740295,-0.1121596172451973","0.3098407983779907,0.5598723888397217,-0.13441234827041626","0.3087739944458008,0.6363101601600647,-0.14443045854568481","0.24604888260364532,0.3940173089504242,-0.07422730326652527","0.24621087312698364,0.4350243806838989,-0.11039037257432938","0.24548552930355072,0.510012686252594,-0.12473683804273605","0.24278506636619568,0.5789670348167419,-0.13265612721443176","0.20423787832260132,0.4097142219543457,-0.07737415283918381","0.18846844136714935,0.45574966073036194,-0.11485794931650162","0.18663880228996277,0.5312057733535767,-0.1284070611000061","0.18635615706443787,0.593105137348175,-0.1325644850730896","0.17130696773529053,0.4357002377510071,-0.08127370476722717","0.1443200409412384,0.4842197299003601,-0.11110491305589676","0.13699035346508026,0.5434688925743103,-0.11972305178642273","0.13414156436920166,0.5932422876358032,-0.12348584830760956"
