gesture,[0],[1],[2],[3],[4],[5],[6],[7],[8],[9],[10],[11],[12],[13],[14],[15],[16],[17],[18],[19],[20]
0.5,"0.42873966693878174,0.532398521900177,1.7682737052382436e-07","0.4780527353286743,0.5513597130775452,-0.014806689694523811","0.5346886515617371,0.5267021656036377,-0.014866904355585575","0.5785925984382629,0.4971805512905121,-0.0157206691801548","0.5962252616882324,0.4518055021762848,-0.015849551185965538","0.5400975346565247,0.46299847960472107,0.015503705479204655","0.5693584680557251,0.42915526032447815,0.006372855976223946","0.5769197940826416,0.4210146963596344,-0.006374593358486891","0.574264407157898,0.4279349744319916,-0.013823057524859905","0.5248900055885315,0.42775025963783264,0.017540737986564636","0.5578329563140869,0.3817780911922455,0.006272106897085905","0.5652928948402405,0.3804568350315094,-0.010585244745016098","0.5581059455871582,0.4061810374259949,-0.020412627607584","0.5051825642585754,0.3993333876132965,0.015482359565794468","0.5332738161087036,0.35417598485946655,0.004934885539114475","0.5449965000152588,0.35190632939338684,-0.00987229123711586","0.541188657283783,0.37996476888656616,-0.01812848635017872","0.4811401963233948,0.3748801350593567,0.01163829118013382","0.5054643750190735,0.3386141359806061,0.003002859652042389","0.5219205021858215,0.3341293931007385,-0.006580751854926348","0.5298730731010437,0.35562074184417725,-0.012612381018698215"
0.5,"0.4275534152984619,0.5204089879989624,1.6023156490518886e-07","0.4767785966396332,0.5433633923530579,-0.014706349931657314","0.5344467163085938,0.5236565470695496,-0.014604954048991203","0.580186665058136,0.49759238958358765,-0.015428135171532631","0.5987426042556763,0.45155125856399536,-0.01549164205789566","0.5430613160133362,0.4617480933666229,0.016659829765558243","0.5734512209892273,0.43147170543670654,0.007600251119583845","0.5797772407531738,0.4246785640716553,-0.005339300725609064","0.5751108527183533,0.4315146505832672,-0.01283766608685255","0.5287455320358276,0.4254496693611145,0.018634939566254616","0.5627203583717346,0.38154077529907227,0.0073693436570465565","0.568902313709259,0.38229605555534363,-0.009834487922489643","0.5590341687202454,0.4086056649684906,-0.019858328625559807","0.5095491409301758,0.39544951915740967,0.01645127683877945","0.5387992262840271,0.35169798135757446,0.005744004622101784","0.5491089820861816,0.3524289131164551,-0.009543092921376228","0.5419108867645264,0.3820599317550659,-0.017983289435505867","0.48591122031211853,0.3688190281391144,0.012521849945187569","0.5114139318466187,0.3334846794605255,0.0037914502900093794","0.5270127654075623,0.33211562037467957,-0.0060044508427381516","0.5322734713554382,0.35642683506011963,-0.012121724896132946"
0.5,"0.4246765971183777,0.5064961314201355,1.326743017671106e-07","0.47436049580574036,0.5338563919067383,-0.012324376963078976","0.5304966568946838,0.5218883156776428,-0.010899540036916733","0.5756726264953613,0.5035932660102844,-0.0109286829829216","0.5973216891288757,0.4695548117160797,-0.010047578252851963","0.5444419384002686,0.4655340611934662,0.017437780275940895","0.5765352249145508,0.4373628795146942,0.007639478426426649","0.5828085541725159,0.4314876198768616,-0.005377214401960373","0.576149582862854,0.438463419675827,-0.012315052561461926","0.5315127372741699,0.427222341299057,0.018627475947141647","0.5667212009429932,0.38681334257125854,0.0076347519643604755","0.5726606845855713,0.3867330849170685,-0.00881597027182579","0.5603527426719666,0.4097110331058502,-0.01815534196794033","0.5130985975265503,0.3948604464530945,0.01579103246331215","0.5442714691162109,0.35350051522254944,0.00450586061924696","0.5527973771095276,0.3541582226753235,-0.010206477716565132","0.5411936044692993,0.38190388679504395,-0.017725611105561256","0.49035516381263733,0.36317747831344604,0.011470634490251541","0.5175964832305908,0.3303576409816742,0.0017976834205910563","0.5317584872245789,0.33173131942749023,-0.007790953386574984","0.5333575010299683,0.3569370210170746,-0.01309445034712553"
0.5,"0.42480042576789856,0.4945647120475769,1.1316672043903964e-07","0.47042277455329895,0.527385950088501,-0.012829831801354885","0.5282967686653137,0.521820068359375,-0.011758826673030853","0.5742835402488708,0.5085453391075134,-0.011801598593592644","0.5941122174263,0.47273769974708557,-0.011049579828977585","0.5446991324424744,0.4640955924987793,0.013905125670135021","0.5771288275718689,0.4384124279022217,0.0041549415327608585","0.582710325717926,0.4352079927921295,-0.008271263912320137","0.5761147141456604,0.44339239597320557,-0.015160190872848034","0.533493161201477,0.42524608969688416,0.014945088885724545","0.5704948306083679,0.3865136504173279,0.003024991136044264","0.5743099451065063,0.3882141709327698,-0.013200855813920498","0.560207188129425,0.41107332706451416,-0.022250866517424583","0.5161755681037903,0.39131203293800354,0.012207197025418282","0.5486563444137573,0.35019394755363464,0.0001264918246306479","0.5555578470230103,0.3508182764053345,-0.01494208537042141","0.5423305034637451,0.376201868057251,-0.02272411622107029","0.4943947494029999,0.35801589488983154,0.008080694824457169","0.5226528644561768,0.32685336470603943,-0.0018961558816954494","0.5350931286811829,0.32899045944213867,-0.01173835527151823","0.5342763662338257,0.3533501625061035,-0.017480013892054558"
0.5,"0.4261404871940613,0.480133056640625,7.147946945451622e-08","0.46857184171676636,0.5185014009475708,-0.01380165759474039","0.527230441570282,0.518798828125,-0.013248121365904808","0.5737262964248657,0.5106972455978394,-0.013578350655734539","0.5950199365615845,0.4786376953125,-0.01286229956895113","0.5473420023918152,0.46224233508110046,0.011407815851271152","0.5821050405502319,0.4383850693702698,0.0004684649466071278","0.5855187773704529,0.4370007812976837,-0.011722991243004799","0.5759657025337219,0.44599077105522156,-0.01784069463610649","0.5373432040214539,0.4215267300605774,0.012870680540800095","0.5768429040908813,0.38483184576034546,-0.00011099600669695064","0.5758136510848999,0.3885531425476074,-0.01480311993509531","0.5573000907897949,0.4105892479419708,-0.021792542189359665","0.5212554931640625,0.38603687286376953,0.010508506558835506","0.5562048554420471,0.3472215533256531,-0.002045275643467903","0.5595056414604187,0.35131698846817017,-0.014844203367829323","0.5431044697761536,0.37632298469543457,-0.020386166870594025","0.5009429454803467,0.3506815731525421,0.006622093264013529","0.5303595066070557,0.3214995265007019,-0.003210370661690831","0.5408626198768616,0.3277362585067749,-0.011432226747274399","0.5374823212623596,0.35362088680267334,-0.015510700643062592"
0.5,"0.42674577236175537,0.467793345451355,9.093978547980441e-08","0.46877747774124146,0.5102556943893433,-0.01575760915875435","0.5279161334037781,0.5165733098983765,-0.015534346923232079","0.5757657289505005,0.5118094682693481,-0.016172345727682114","0.5999549627304077,0.47719433903694153,-0.015811169520020485","0.5495396256446838,0.4638864994049072,0.013639596290886402","0.5843155384063721,0.4421994984149933,0.002731305081397295","0.5899720191955566,0.4393071234226227,-0.010776606388390064","0.5820819735527039,0.44749295711517334,-0.01828106865286827","0.5402198433876038,0.42136967182159424,0.015755794942378998","0.5798428058624268,0.3861089050769806,0.0015466712648048997","0.5792325735092163,0.3879137635231018,-0.01627863198518753","0.5604737401008606,0.4088718295097351,-0.025812732055783272","0.5248835682868958,0.3832043707370758,0.013778665103018284","0.5605674982070923,0.34549763798713684,0.0004256605461705476","0.56449294090271,0.34872210025787354,-0.01507945079356432","0.5470700860023499,0.37402284145355225,-0.022792598232626915","0.5054711103439331,0.34587058424949646,0.010092262178659439","0.5361983180046082,0.3216628432273865,-4.6646611735923216e-05","0.5467446446418762,0.3272995054721832,-0.00988689623773098","0.5418674945831299,0.3521743714809418,-0.015633273869752884"
0.5,"0.4280069172382355,0.458884060382843,9.502164033392546e-08","0.46834060549736023,0.5035799741744995,-0.015904482454061508","0.5275582075119019,0.514922559261322,-0.01607510633766651","0.5758854150772095,0.5139914155006409,-0.017256246879696846","0.602712094783783,0.4789179265499115,-0.017312370240688324","0.5503792762756348,0.46441835165023804,0.01354425959289074","0.5866843461990356,0.4465334117412567,0.0017908912850543857","0.5915262699127197,0.4431535303592682,-0.011936943978071213","0.58233642578125,0.4502948522567749,-0.01926719956099987","0.542332112789154,0.42095503211021423,0.015488892793655396","0.5839145183563232,0.3911591172218323,0.0004053971788380295","0.5820944905281067,0.3923109769821167,-0.017257122322916985","0.5618340373039246,0.411279559135437,-0.026243237778544426","0.5280207991600037,0.3811618685722351,0.013241159729659557","0.5650186538696289,0.3469018340110779,-0.0005394730833359063","0.5672799944877625,0.3516732454299927,-0.015204103663563728","0.548162579536438,0.376670777797699,-0.021976400166749954","0.5097700357437134,0.3416737914085388,0.009229992516338825","0.5418725609779358,0.31984496116638184,-0.0008669033995829523","0.5514830946922302,0.327796995639801,-0.010012085549533367","0.5446347594261169,0.3538450598716736,-0.015004410408437252"
0.5,"0.4295818507671356,0.44781702756881714,7.517554223568368e-08","0.4683120548725128,0.4963969886302948,-0.01565278321504593","0.526709794998169,0.5134308934211731,-0.01579415053129196","0.5753211379051208,0.517750084400177,-0.01695721410214901","0.6045922636985779,0.4870358109474182,-0.016989190131425858","0.5518080592155457,0.46590733528137207,0.013465923257172108","0.589148223400116,0.4507673978805542,0.0013896134914830327","0.5929189920425415,0.44736915826797485,-0.01268316525965929","0.5821313858032227,0.45410531759262085,-0.02016662061214447","0.5450028777122498,0.4211573302745819,0.015245277434587479","0.5880699157714844,0.39577484130859375,0.00039198988815769553","0.5850549340248108,0.39627203345298767,-0.017318421974778175","0.5638417601585388,0.41236376762390137,-0.02651556208729744","0.5320023894309998,0.37959611415863037,0.012859019450843334","0.5703971982002258,0.3501536250114441,-0.0007935516186989844","0.5714292526245117,0.35428497195243835,-0.01552223414182663","0.5514127612113953,0.37585675716400146,-0.022550389170646667","0.5150392651557922,0.33795052766799927,0.008764316327869892","0.5472896695137024,0.3199232518672943,-0.0012141061015427113","0.5554319024085999,0.32831916213035583,-0.009994580410420895","0.5473038554191589,0.3524357080459595,-0.014824897050857544"
0.5,"0.4319184422492981,0.44154712557792664,7.396295842454492e-08","0.47024744749069214,0.4908812344074249,-0.01597435772418976","0.5272799134254456,0.512316882610321,-0.01673159748315811","0.5754690766334534,0.5219863057136536,-0.0186056736856699","0.6071154475212097,0.4949917197227478,-0.019263138994574547","0.5527459979057312,0.4659939408302307,0.01329268328845501","0.5911091566085815,0.4536101520061493,0.00014053122140467167","0.5934972763061523,0.4519306719303131,-0.014790342189371586","0.5803825259208679,0.4582996070384979,-0.022466516122221947","0.5471962094306946,0.4212159812450409,0.015114094130694866","0.5916754007339478,0.39963334798812866,-0.00020679748558904976","0.5878623127937317,0.4013732671737671,-0.018394313752651215","0.5654599666595459,0.41572052240371704,-0.027831660583615303","0.5356162190437317,0.3790672719478607,0.012693356722593307","0.5751107335090637,0.3540005683898926,-0.0011150265345349908","0.5748821496963501,0.3596939444541931,-0.01571183279156685","0.5534116625785828,0.37942543625831604,-0.022517187520861626","0.5201278328895569,0.33630555868148804,0.00851171649992466","0.5535736680030823,0.3222445249557495,-0.001015977468341589","0.56095951795578,0.3325985074043274,-0.009192020632326603","0.5512837171554565,0.3560612201690674,-0.013533488847315311"
0.5,"0.43286556005477905,0.43221336603164673,9.146610580046399e-08","0.46959495544433594,0.48380622267723083,-0.015351932495832443","0.5264707207679749,0.5109454989433289,-0.015910247340798378","0.5746853351593018,0.5288563966751099,-0.017705047503113747","0.6060807704925537,0.5079562067985535,-0.018279248848557472","0.5531252026557922,0.4696434736251831,0.015781110152602196","0.5899428725242615,0.46605464816093445,0.004007102455943823","0.5949230194091797,0.4663955569267273,-0.010400163009762764","0.5855660438537598,0.4708097577095032,-0.018247509375214577","0.5500445365905762,0.42396122217178345,0.017228079959750175","0.5949766635894775,0.40766119956970215,0.0025644705165177584","0.5912839770317078,0.412899911403656,-0.015125880017876625","0.5692756772041321,0.4266858994960785,-0.024170413613319397","0.5406427383422852,0.37973225116729736,0.014446845278143883","0.5813760757446289,0.36015814542770386,0.0007414242718368769","0.5798516273498535,0.3693217635154724,-0.012986055575311184","0.5575301647186279,0.3877846896648407,-0.019052768126130104","0.5269839763641357,0.3350764513015747,0.009908240288496017","0.5607398748397827,0.32582175731658936,0.00045353887253440917","0.5665149688720703,0.3393888771533966,-0.006885005626827478","0.5554090738296509,0.36280664801597595,-0.01054462045431137"
0.5,"0.43854019045829773,0.41925349831581116,1.43020884024736e-07","0.4721696376800537,0.4765257239341736,-0.016133461147546768","0.5260903239250183,0.5119950771331787,-0.01669684611260891","0.5736297965049744,0.5353273153305054,-0.018176481127738953","0.6039900779724121,0.5179595351219177,-0.018760038539767265","0.5559524297714233,0.47498804330825806,0.01543295569717884","0.5916788578033447,0.48392966389656067,0.007479520048946142","0.6044574975967407,0.48697271943092346,-0.0037367818877100945","0.609244167804718,0.49131378531455994,-0.011296549811959267","0.5557159781455994,0.42739731073379517,0.016927340999245644","0.6011389493942261,0.42059609293937683,0.0007558070356026292","0.5927361845970154,0.4254175126552582,-0.015775730833411217","0.569972813129425,0.4376913607120514,-0.023221323266625404","0.5483068823814392,0.38100868463516235,0.014590809121727943","0.5890493988990784,0.3691054582595825,-0.001297386595979333","0.5841223001480103,0.37674546241760254,-0.014382646419107914","0.5611428022384644,0.3923282027244568,-0.019224831834435463","0.5361034870147705,0.334881067276001,0.010601363144814968","0.5697830319404602,0.33156323432922363,-0.0006728530861437321","0.5728432536125183,0.34667879343032837,-0.007959766313433647","0.5592204928398132,0.3694649934768677,-0.011213541030883789"
0.5,"0.4439288377761841,0.4078253209590912,1.908756104285203e-07","0.47274619340896606,0.4673777222633362,-0.016754642128944397","0.5257176160812378,0.510026216506958,-0.018037140369415283","0.5717822313308716,0.5421829223632812,-0.02006559632718563","0.6007812023162842,0.5305540561676025,-0.02162330597639084","0.5588611364364624,0.47988519072532654,0.012144174426794052","0.5957120656967163,0.49868497252464294,0.005937020760029554","0.6149430274963379,0.5089545845985413,-0.004207043442875147","0.6271799802780151,0.5163853764533997,-0.012133312411606312","0.5602127909660339,0.4318312108516693,0.013618792407214642","0.6046481132507324,0.4289141893386841,-0.0027595199644565582","0.5959567427635193,0.4361657202243805,-0.019046220928430557","0.5721412301063538,0.4472501873970032,-0.026594914495944977","0.5543915033340454,0.38386067748069763,0.011732884682714939","0.5959615111351013,0.3741086423397064,-0.003830614034086466","0.5915374159812927,0.38474640250205994,-0.016349082812666893","0.567585289478302,0.3994816541671753,-0.02138454094529152","0.543735146522522,0.336617648601532,0.008093519136309624","0.5770043134689331,0.3353891670703888,-0.003783503547310829","0.5791148543357849,0.3520042896270752,-0.011446076445281506","0.5636414289474487,0.373696506023407,-0.015256112441420555"
0.5,"0.44710221886634827,0.40391913056373596,1.5421683485783433e-07","0.47773903608322144,0.46638280153274536,-0.014497801661491394","0.5294908285140991,0.5112506151199341,-0.015031374990940094","0.5755042433738708,0.5460578203201294,-0.016969891265034676","0.6083820462226868,0.5373008251190186,-0.018023613840341568","0.5614902377128601,0.48005497455596924,0.017898108810186386","0.5956330299377441,0.49375879764556885,0.010998919606208801","0.604612410068512,0.49853718280792236,-0.00019546726252883673","0.6037148237228394,0.5010784864425659,-0.007575471885502338","0.5638452172279358,0.43345075845718384,0.01891305483877659","0.6073904037475586,0.4332335591316223,0.007442268077284098","0.6039541959762573,0.44153380393981934,-0.007820519618690014","0.583765983581543,0.45060840249061584,-0.01602662354707718","0.5593519806861877,0.38653936982154846,0.016044093295931816","0.6028097867965698,0.3820536732673645,0.003842766396701336","0.5997923016548157,0.39378511905670166,-0.00800494384020567","0.5760358572006226,0.4048019051551819,-0.013382949866354465","0.5498621463775635,0.33869582414627075,0.011448443867266178","0.5839686989784241,0.3401915431022644,0.0014988702023401856","0.586372435092926,0.35708707571029663,-0.005204554181545973","0.5710303783416748,0.37608447670936584,-0.008428807370364666"
0.5,"0.4537583887577057,0.3969879448413849,1.4722772334607725e-07","0.4837961196899414,0.4648941159248352,-0.013357780873775482","0.5322542190551758,0.5132377743721008,-0.013970119878649712","0.5757989883422852,0.5511669516563416,-0.016193944960832596","0.6098817586898804,0.5475419759750366,-0.017433250322937965","0.5673524141311646,0.4830128848552704,0.01951158419251442","0.6032644510269165,0.49675604701042175,0.011320853605866432","0.6069777011871338,0.5043680667877197,-0.0010964090470224619","0.5987942814826965,0.5070469379425049,-0.008512604050338268","0.5702157616615295,0.43781933188438416,0.020450718700885773","0.6143471002578735,0.4423636496067047,0.009107536636292934","0.6088512539863586,0.4540191888809204,-0.007009194698184729","0.5867968797683716,0.4627188444137573,-0.01567213609814644","0.5664775967597961,0.39110568165779114,0.017494484782218933","0.6098892688751221,0.39112845063209534,0.006212715059518814","0.6064306497573853,0.405456006526947,-0.005510001443326473","0.5833863019943237,0.4156109094619751,-0.010893089696764946","0.5576257705688477,0.3423531651496887,0.012898193672299385","0.5913878679275513,0.3503231406211853,0.0041922093369066715","0.5934551358222961,0.3688355088233948,-0.0016088539268821478","0.5792636871337891,0.386289119720459,-0.004148609936237335"
0.5,"0.46070927381515503,0.39420804381370544,1.3143309729457542e-07","0.48950499296188354,0.46469295024871826,-0.012432546354830265","0.5357543230056763,0.5177291631698608,-0.013266965746879578","0.5772706270217896,0.5605464577674866,-0.015973757952451706","0.6103475093841553,0.5606745481491089,-0.0175926573574543","0.5721540451049805,0.48944753408432007,0.019378384575247765","0.6079010367393494,0.5072963237762451,0.011262395419180393","0.6098982095718384,0.518125057220459,-0.0006993187125772238","0.6017172336578369,0.5205888152122498,-0.007820778526365757","0.5760003328323364,0.4459775388240814,0.019696244969964027","0.6191997528076172,0.4563795030117035,0.008693195879459381","0.6118490099906921,0.4703655540943146,-0.005910651292651892","0.5898705720901489,0.4762004315853119,-0.013489915058016777","0.5737284421920776,0.39949965476989746,0.016159696504473686","0.6177843809127808,0.4063855707645416,0.005378025118261576","0.6122004985809326,0.42421233654022217,-0.003758680308237672","0.5888280272483826,0.4323327839374542,-0.007364604156464338","0.5665419697761536,0.3496735990047455,0.010873808525502682","0.6008157730102539,0.36229631304740906,0.00233935727737844","0.601377010345459,0.38264304399490356,-0.0018950770609080791","0.5865923166275024,0.39775577187538147,-0.0031473077833652496"
0.5,"0.4693145155906677,0.3930004835128784,9.816473323098762e-08","0.4955850839614868,0.46781066060066223,-0.011595613323152065","0.5396379232406616,0.5265693664550781,-0.012546787969768047","0.5790106654167175,0.5743663907051086,-0.01550560723990202","0.6106202602386475,0.5769267082214355,-0.01718960702419281","0.5781381130218506,0.5014063715934753,0.017270203679800034","0.6151931285858154,0.525356113910675,0.006451116409152746","0.6115573644638062,0.538248598575592,-0.006733499001711607","0.5981028079986572,0.5377107262611389,-0.013717462308704853","0.583128809928894,0.45936644077301025,0.016953464597463608","0.626460075378418,0.4761399030685425,0.004553528502583504","0.6166517734527588,0.49139538407325745,-0.009897441603243351","0.5930238962173462,0.49243441224098206,-0.016972273588180542","0.5821621417999268,0.41256141662597656,0.012717247940599918","0.624454140663147,0.42467302083969116,0.000875356956385076","0.6159434914588928,0.4440761208534241,-0.00808078981935978","0.5916711091995239,0.44839948415756226,-0.011180450208485126","0.5768604278564453,0.3612392544746399,0.006800943985581398","0.6111456751823425,0.3808029890060425,-0.0023547864984720945","0.6096109747886658,0.40630489587783813,-0.006578989326953888","0.5938290357589722,0.42261460423469543,-0.00767385121434927"
0.5,"0.47595781087875366,0.386434942483902,1.1471270511265175e-07","0.4994739294052124,0.4656008183956146,-0.01053633913397789","0.5409621000289917,0.5299345850944519,-0.010768129490315914","0.5784779191017151,0.584859311580658,-0.013303101994097233","0.6111032366752625,0.5981699228286743,-0.014843893237411976","0.5768369436264038,0.5103640556335449,0.02072855271399021","0.6084087491035461,0.5415077209472656,0.01279580220580101","0.608315646648407,0.5564830303192139,0.0006774828070774674","0.6020340323448181,0.5569990277290344,-0.006876688916236162","0.585472583770752,0.4708750247955322,0.01986236870288849","0.6270423531532288,0.49308308959007263,0.008459560573101044","0.619128406047821,0.5107139348983765,-0.006193938665091991","0.5982323884963989,0.5107825994491577,-0.01397434901446104","0.5883625745773315,0.42507821321487427,0.015194104984402657","0.6306846737861633,0.441877543926239,0.003101191483438015","0.6204124093055725,0.4641260504722595,-0.006171863060444593","0.5960484743118286,0.4677804410457611,-0.009648649021983147","0.5867364406585693,0.37375473976135254,0.008978559635579586","0.6195999383926392,0.3995761275291443,-0.0008722561178728938","0.6149652600288391,0.4265699088573456,-0.005396648775786161","0.5968290567398071,0.4412563145160675,-0.006917886435985565"
0.5,"0.4853326082229614,0.3850204050540924,8.79264447917194e-08","0.5039731860160828,0.4653889536857605,-0.01091591827571392","0.543110728263855,0.5352094769477844,-0.012118316255509853","0.577701985836029,0.5942381024360657,-0.015403547324240208","0.6107484698295593,0.6103554368019104,-0.01743280328810215","0.5823485851287842,0.5165457725524902,0.015983639284968376","0.6155900955200195,0.5528470277786255,0.0046079386956989765","0.6093500852584839,0.5682246685028076,-0.008718819357454777","0.5962764024734497,0.5644866824150085,-0.015780052170157433","0.5911788940429688,0.4789789021015167,0.015056825242936611","0.6328548192977905,0.5103763937950134,0.0022402263712137938","0.6189223527908325,0.5290492177009583,-0.011561751365661621","0.5954349040985107,0.5252901315689087,-0.01806112565100193","0.5949488878250122,0.4342009425163269,0.010315580293536186","0.6375849843025208,0.4597386121749878,-0.002246177289634943","0.6241698265075684,0.48359325528144836,-0.010174072347581387","0.5997390151023865,0.48320895433425903,-0.012468632310628891","0.5950585007667542,0.38292601704597473,0.004028577357530594","0.6265384554862976,0.416629433631897,-0.006413026247173548","0.6183735132217407,0.4448280334472656,-0.010152768343687057","0.5991153717041016,0.4552654027938843,-0.010698771104216576"
0.5,"0.4918937385082245,0.3806617856025696,5.3924502196878166e-08","0.5085932612419128,0.4636937081813812,-0.011878462508320808","0.5462207794189453,0.5368572473526001,-0.013524282723665237","0.5792564153671265,0.5994378924369812,-0.017208870500326157","0.6122723817825317,0.623656153678894,-0.019593480974435806","0.5850856304168701,0.5202404260635376,0.01562723144888878","0.6192574501037598,0.5615653991699219,0.002125814789906144","0.6089627742767334,0.5734071731567383,-0.012911217287182808","0.5928602814674377,0.5632235407829285,-0.020762495696544647","0.5941035747528076,0.4846847653388977,0.014875124208629131","0.6356040835380554,0.5224905014038086,0.00120690674521029","0.6189003586769104,0.5394772887229919,-0.013986959122121334","0.595237672328949,0.5321962833404541,-0.021778350695967674","0.5985780358314514,0.441325306892395,0.009982318617403507","0.6386851072311401,0.47237351536750793,-0.003202618332579732","0.623306930065155,0.49522334337234497,-0.012308988720178604","0.5992181897163391,0.4918573796749115,-0.015558936633169651","0.6001374125480652,0.39007213711738586,0.0035052625462412834","0.6299945116043091,0.4266311824321747,-0.006747743580490351","0.6211796998977661,0.4551829993724823,-0.010943670757114887","0.6030150055885315,0.46433699131011963,-0.012170599773526192"
0.5,"0.49801602959632874,0.376467764377594,5.989855367261043e-08","0.5114708542823792,0.46044155955314636,-0.0115623464807868","0.5469750165939331,0.536715030670166,-0.01338204275816679","0.5775527954101562,0.6030004024505615,-0.017165806144475937","0.608506441116333,0.6326655149459839,-0.01984402909874916","0.5857022404670715,0.5226430892944336,0.014427606016397476","0.6171605587005615,0.5670107007026672,0.0023005164694041014","0.6079906821250916,0.5825563669204712,-0.011202730238437653","0.5949761867523193,0.5761955976486206,-0.018639517948031425","0.5962427258491516,0.48922067880630493,0.013400481082499027","0.6361503601074219,0.5319073796272278,0.00010067078255815431","0.6177935004234314,0.5497742891311646,-0.013527880422770977","0.5946795344352722,0.5426003336906433,-0.020312931388616562","0.6025463342666626,0.4471680819988251,0.008451709523797035","0.6421685218811035,0.4825942814350128,-0.0049733868800103664","0.6246071457862854,0.506169855594635,-0.012657323852181435","0.6002660393714905,0.5022763013839722,-0.014937058091163635","0.6061021685600281,0.396647572517395,0.0019637939985841513","0.6348882913589478,0.43629151582717896,-0.008973422460258007","0.6242278218269348,0.4641592800617218,-0.01266410294920206","0.6054070591926575,0.47074955701828003,-0.01350957341492176"
0.5,"0.5044055581092834,0.37495747208595276,8.619867486459043e-08","0.5161517262458801,0.46074196696281433,-0.01245530042797327","0.5498126149177551,0.5395103096961975,-0.01407089177519083","0.5792193412780762,0.6076760292053223,-0.017701931297779083","0.6103819012641907,0.638615608215332,-0.02048051357269287","0.5881309509277344,0.527854323387146,0.014874639920890331","0.6173948049545288,0.5739600658416748,0.0017534558428451419","0.6092590689659119,0.5877421498298645,-0.012972630560398102","0.5963263511657715,0.58232182264328,-0.021174240857362747","0.5990652441978455,0.4952417314052582,0.014096722938120365","0.6373950839042664,0.5400547981262207,-0.0013091524597257376","0.6206710934638977,0.5577831268310547,-0.017436997964978218","0.5967986583709717,0.5529538989067078,-0.025670288130640984","0.605972945690155,0.453639954328537,0.009229539893567562","0.6436728239059448,0.48957717418670654,-0.00602045888081193","0.6269100308418274,0.5134333372116089,-0.01670241728425026","0.6014743447303772,0.5119065046310425,-0.020604858174920082","0.6104757189750671,0.40357506275177,0.0027907455805689096","0.637751579284668,0.4439701437950134,-0.009431232698261738","0.6277263760566711,0.47225531935691833,-0.015510288998484612","0.6084281206130981,0.4818495512008667,-0.0179800633341074"
0.5,"0.510829746723175,0.37361884117126465,8.828604336486023e-08","0.5199289917945862,0.4591403305530548,-0.011297471821308136","0.5520369410514832,0.5405660271644592,-0.012889835983514786","0.5793085694313049,0.6094717979431152,-0.016490237787365913","0.607772171497345,0.6431976556777954,-0.01952519826591015","0.591698408126831,0.5289408564567566,0.011929074302315712","0.6188402771949768,0.574682354927063,-0.0008793419692665339","0.6103252172470093,0.5927411913871765,-0.014919820241630077","0.5988860726356506,0.5905929803848267,-0.022958902642130852","0.6028590798377991,0.49836301803588867,0.010391464456915855","0.6407817006111145,0.5446577668190002,-0.004687492270022631","0.6230481863021851,0.5656797289848328,-0.019938208162784576","0.5998231172561646,0.5610482096672058,-0.027840545400977135","0.6100740432739258,0.45858991146087646,0.005248327739536762","0.6468303799629211,0.49795183539390564,-0.010089593939483166","0.627536416053772,0.5224055647850037,-0.019690418615937233","0.6023239493370056,0.5187642574310303,-0.02290523797273636","0.614687979221344,0.409929484128952,-0.0013116281479597092","0.6415174603462219,0.45275720953941345,-0.014163864776492119","0.6301819682121277,0.4815855920314789,-0.019889600574970245","0.6110674142837524,0.48932695388793945,-0.022020364180207253"
0.5,"0.5173983573913574,0.3740389347076416,8.46136458676483e-08","0.5258148908615112,0.4634546935558319,-0.011346490122377872","0.5543689131736755,0.5456246733665466,-0.013663992285728455","0.5803916454315186,0.614990234375,-0.018090015277266502","0.609712541103363,0.6504867076873779,-0.02192055806517601","0.5942763090133667,0.531608521938324,0.01104934886097908","0.6208186149597168,0.5798922777175903,-0.0029388065449893475","0.6095487475395203,0.597978413105011,-0.017268767580389977","0.596229076385498,0.5954501032829285,-0.025226734578609467","0.6058540940284729,0.5022838711738586,0.009240084327757359","0.6431830525398254,0.5526432991027832,-0.006930711679160595","0.6227045059204102,0.5735310912132263,-0.02200957015156746","0.5982341170310974,0.5681695938110352,-0.029477793723344803","0.6136112809181213,0.46386292576789856,0.003788953647017479","0.6490516662597656,0.5080543756484985,-0.012581837363541126","0.6275256276130676,0.5323922038078308,-0.021479906514286995","0.601587176322937,0.5278692245483398,-0.02373829483985901","0.6188802719116211,0.41612812876701355,-0.003069156315177679","0.6443992853164673,0.46369433403015137,-0.016413042321801186","0.6318931579589844,0.4930327236652374,-0.021621640771627426","0.612491250038147,0.49910441040992737,-0.02306159771978855"
